"Survey Type",Organization,Date,"Survey Year",Country,State,County,"Survey ID","MDMAP ID #","Transect ID #","Shoreline Name","Latitude Start","Longitude Start","Latitude End","Longitude End",Slope,Width,Length,"Start Time","End Time","Time of Low Tide","Database Season",Season,"Date of Previous Survey","Storm Activity","Current Weather","Number of Persons","Large Items?","Debris Behind Back Barrier?","Datasheet Version","# of Large Items",Notes,Photos,"Item Type",Subtype,Status,"Width (m)","Length (m)",Description,Photo?
Accumulation,OCNMS,08-31-2018,"Year 6","United States",WA,"Pacific County",9281,75,,Klipsan,46.4370,-124.0599,46.4379,-124.0595,,300,100,"9:32 Am","10:30 am","10:45 am",Summer,summer,08-03-2018,none,"100% cloud cover -overcast with a few nearby showers and very light onshore wind",1,yes,no,1.0,1,"No evidence of a recent cleanup. Upper beach is windswept with loose, dry sand. Lots of dried velella mixed with sand in upper zone.",No,Plastic,"Beverage Bottles",removed,0.08,0.3,"Large plastic bottle",Yes
Accumulation,OCNMS,08-31-2018,"Year 6","United States",WA,"Pacific County",9281,75,,Klipsan,46.4370,-124.0599,46.4379,-124.0595,,300,100,"9:32 Am","10:30 am","10:45 am",Summer,summer,08-03-2018,none,"100% cloud cover -overcast with a few nearby showers and very light onshore wind",1,yes,no,1.0,1,"No evidence of a recent cleanup. Upper beach is windswept with loose, dry sand. Lots of dried velella mixed with sand in upper zone.",No,Cloth/Fabric,Other,removed,0.03175,.71,"woven dog leash",Yes
Accumulation,"Hawai'i Wildlife Fund",04-04-2018,"Year 2","United States",HI,Hawai'i,9246,264,,"Kamilo Point (Kamilo Pae Kanaka)",18.97475,-155.5991,18.975022,-155.599105,,10,100,"10:30 AM","12:30 PM","11:45 am",Spring,spring,03-03-2018,None,"drizzle, light wind less than 10 mph",5,yes,yes,2.0,1,,Yes,Plastic,"Hard Plastic",removed,.2,.5,"miscellaneous crate and pot pieces",No
Accumulation,"Hawai'i Wildlife Fund",04-04-2018,"Year 2","United States",HI,Hawai'i,9246,264,,"Kamilo Point (Kamilo Pae Kanaka)",18.97475,-155.5991,18.975022,-155.599105,,10,100,"10:30 AM","12:30 PM","11:45 am",Spring,spring,03-03-2018,None,"drizzle, light wind less than 10 mph",5,yes,yes,2.0,1,,Yes,"Processed Lumber","Lumber/building material",removed,.5,1,"Lumber, building material ",No
Standing-Stock,"California State University Northridge",09-26-2018,"Year 1","United States",CA,"Los Angeles County",9298,1138,3,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,34,100,"03:30 PM","04:30 PM","05:00 PM",Fall,Fall,09-19-2018,n/a,"Sunny day, 11mph, 10% cloud cover",2,yes,no,2.0,1,,No,Metal,Other,buried,0.0508,0.7112,pipe,Yes
Standing-Stock,"California State University Northridge",09-26-2018,"Year 1","United States",CA,"Los Angeles County",9300,1138,7,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,31,100,"03:30 PM","04:30 PM","05:00 PM",Fall,Fall,09-19-2018,n/a,"Sunny day, 11mph, 10% cloud cover",2,yes,no,2.0,1,,No,Metal,Other,sunken,0.3048,0.4826,"rusted crab cage",Yes
Standing-Stock,"California State University Northridge",09-26-2018,"Year 1","United States",CA,"Los Angeles County",9300,1138,7,"Nicholas Canyon",34.0438,-118.91905,34.0434,-118.91808,,31,100,"03:30 PM","04:30 PM","05:00 PM",Fall,Fall,09-19-2018,n/a,"Sunny day, 11mph, 10% cloud cover",2,yes,no,2.0,1,,No,Plastic,"Hard Plastic","partly buried",0.0508,0.3175,,Yes
Accumulation,OCNMS,08-30-2017,"Year 6","United States",WA,Clallam,9315,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,88,100,"4:30 pm","4:50 pm","1:37 pm",Summer,summer,08-18-2017,none,"95% cloud cover with light onshore windes",2,yes,no,1.0,1,,No,Plastic,Balloons,removed,0.025,1.46,"mylar balloon",Yes
Accumulation,OCNMS,11-27-2017,"Year 6","United States",WA,Clallam,9316,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,84,100,"1:40 pm","2:35 pm","1:17 pm",Fall,fall,10-24-2017,none,"0% cloud cover with light onshore winds",2,yes,no,1.0,1,,No,Plastic,"Plastic rope/net",removed,0.005,2.08,rope,Yes
Accumulation,OCNMS,11-27-2017,"Year 6","United States",WA,Clallam,9316,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,84,100,"1:40 pm","2:35 pm","1:17 pm",Fall,fall,10-24-2017,none,"0% cloud cover with light onshore winds",2,yes,no,1.0,1,,No,Plastic,"Plastic rope/net",removed,0.015,1.28,rope,Yes
Accumulation,OCNMS,11-27-2017,"Year 6","United States",WA,Clallam,9316,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,84,100,"1:40 pm","2:35 pm","1:17 pm",Fall,fall,10-24-2017,none,"0% cloud cover with light onshore winds",2,yes,no,1.0,1,,No,Plastic,"Plastic rope/net",removed,0.02,0.51,rope,Yes
Accumulation,OCNMS,12-11-2017,"Year 6","United States",WA,Clallam,9317,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,110,100,"1:15 pm","1:50 pm","1:39 pm",Winter,winter,11-27-2017,none,"10% cloud cover with light onshore winds",2,yes,no,1.0,1,,No,Plastic,"Hard Plastic",removed,0.04,2.47,"oyster spacer tube",Yes
Accumulation,OCNMS,02-22-2018,"Year 6","United States",WA,Clallam,9318,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,91,100,"12:25 pm","12:45 pm","11:15 am",Winter,winter,01-26-2018,none,"5% cloud cover with light onshore winds",2,yes,no,1.0,1,,No,Plastic,"Plastic rope/net",removed,0.035,1.66,rope,Yes
Accumulation,OCNMS,02-22-2018,"Year 6","United States",WA,Clallam,9318,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,91,100,"12:25 pm","12:45 pm","11:15 am",Winter,winter,01-26-2018,none,"5% cloud cover with light onshore winds",2,yes,no,1.0,1,,No,Plastic,"Plastic rope/net",removed,0.04,1.68,rope,Yes
Accumulation,OCNMS,05-15-2018,"Year 4","United States",WA,Clallam,9319,178,,"Dry Creek West",48.13491,-123.5227,48.13549,-123.5237,,50,100,"09:00 am","10:00 am","09:00 am",Spring,summer,01-31-2018,none,"0% cloud cover, no wind",2,yes,no,1.0,1,,Yes,"Processed Lumber","Lumber/building material",removed,0.1,0.3,"painted board piece",Yes
Accumulation,OCNMS,09-12-2018,"Year 6","United States",WA,Clallam,9321,149,,"Dungeness Spit Mile 1",48.15680,-123.17498,48.15743,-123.17402,,30,100,"12:00 pm","12:20 pm","10:48 am",Fall,summer,05-02-2018,none,"90% cloud cover with light onshore winds",18,yes,no,1.0,1,,No,Metal,Other,removed,0.08,0.31,"gaffing hook",Yes
Accumulation,OCNMS,06-15-2018,"Year 7","United States",WA,Clallam,9327,35,,"Tongue Point",48.1639,-123.7047,48.1647,-123.7045,,108,100,"10:15 am","10:50 am","09:41 am",Summer,summer,05-21-2018,none,"0% cloud cover, light onshore winds",2,yes,no,1.0,1,,No,Metal,Other,removed,0.001,.56,"Flagging wire/post",Yes
Accumulation,OCNMS,06-15-2018,"Year 7","United States",WA,Clallam,9327,35,,"Tongue Point",48.1639,-123.7047,48.1647,-123.7045,,108,100,"10:15 am","10:50 am","09:41 am",Summer,summer,05-21-2018,none,"0% cloud cover, light onshore winds",2,yes,no,1.0,1,,No,Cloth/Fabric,Towels/rags,removed,.36,.40,rag,Yes
Accumulation,"Hawai'i Wildlife Fund",04-04-2018,"Year 2","United States",HI,Hawai'i,9246,264,,"Kamilo Point (Kamilo Pae Kanaka)",18.97475,-155.5991,18.975022,-155.599105,,10,100,"10:30 AM","12:30 PM","11:45 am",Spring,spring,03-03-2018,None,"drizzle, light wind less than 10 mph",5,yes,yes,2.0,1,,Yes,"Processed Lumber",Other,"pulled above the higher high tide line",1.95,1.95,"1 large bamboo raft",No
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.14,1.0,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.05,0.38,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.09,0.41,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.05,2.63,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,Plastic,"Foam Plastic",stranded,0.15,0.35,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.29,2.06,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.09,0.69,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.13,0.93,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,Glass,Other,stranded,0.12,0.33,fiberglass,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.10,0.74,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.03,0.33,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.03,0.36,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.33,1.40,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.09,1.97,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.02,0.4,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.15,0.72,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.09,0.58,,Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,Plastic,Other,"partly buried",1.3,1.8,"nylon fragment",Yes
Accumulation,"Boy Scouts of America",08-26-2018,"Year 4","United States",AK,"Kodiak Island Borough",9330,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,293,200,"08:30 AM","09:30 AM","09:00 AM",Summer,summer,06-26-2018,"storm with high winds 8/17-8/18","Sunny, 56-60 degrees F, no wind",4,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. Atotal of 45.8 kilos of debris removed from survey area (5.8 hectares) comprised 89% large debris, mainly waterlogged and weathered lumber. Low tide level was -0.3 feet.",Yes,Cloth/Fabric,"Fabric Pieces",stranded,0.10,0.41,,Yes
Accumulation,"Boy Scouts of America",10-27-2018,"Year 4","United States",AK,"Kodiak Island Borough",9331,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,163,200,"10:00 AM","11:00 AM","10:00 AM",Fall,fall,08-26-2018,none,"Partly cloudy, calm, 34 degrees F",5,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. A total of 25.4 kilos of debris removed from survey area (3.4 hectares) comprised 86% large debris, mainly waterlogged and weathered lumber. Note large amount of beachcast weathered kelp in south 1/3 of upper beach survey area--more than any previous survey. Low tide level was 1.85 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.16,0.55,,Yes
Accumulation,"Boy Scouts of America",10-27-2018,"Year 4","United States",AK,"Kodiak Island Borough",9331,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,163,200,"10:00 AM","11:00 AM","10:00 AM",Fall,fall,08-26-2018,none,"Partly cloudy, calm, 34 degrees F",5,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. A total of 25.4 kilos of debris removed from survey area (3.4 hectares) comprised 86% large debris, mainly waterlogged and weathered lumber. Note large amount of beachcast weathered kelp in south 1/3 of upper beach survey area--more than any previous survey. Low tide level was 1.85 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.13,0.89,,Yes
Accumulation,"Boy Scouts of America",10-27-2018,"Year 4","United States",AK,"Kodiak Island Borough",9331,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,163,200,"10:00 AM","11:00 AM","10:00 AM",Fall,fall,08-26-2018,none,"Partly cloudy, calm, 34 degrees F",5,yes,yes,2.0,1,"Debris concentrated in 50 meter strip of upper beach. A total of 25.4 kilos of debris removed from survey area (3.4 hectares) comprised 86% large debris, mainly waterlogged and weathered lumber. Note large amount of beachcast weathered kelp in south 1/3 of upper beach survey area--more than any previous survey. Low tide level was 1.85 feet.",Yes,"Processed Lumber","Lumber/building material",stranded,0.11,0.77,,Yes
